unique_id,tracking_code,borough,borough_code,cd,commdist,cb_label,type_br,type,priority,need,request,explanation,location,site_name,address,street_name,street_cross_1,street_cross_2,supporters_1,supporters_2,parent_tracking_code,agency_acronym,agency,agency_category_response,agency_response,geo_function,geom
997,207202407C,Brooklyn,3,07,307,BK 07,C, ,07,Transit Infrastructure,Repair or provide new street lights,Rehabilitate lights beneath the Gowanus Expressway and add shorter street lights to 3rd Avenue,Street Name: 3 Avenue    Cross Street 1: 15 Street  Cross Street 2: 15 Street,,3 Avenue,Avenue,15 Street,15 Street,,,,DOT,841,1,The agency will accommodate this issue within existing resources.,GEOCODING FAILED,
998,207202407E,Brooklyn,3,07,307,BK 07,E, ,07,Services for the homeless,Other NYPD programs requests,Increase and sustained truck enforcement.  CD 7 has an inordinate number or trucks due to a large industrial area and poor highway access.  Truck traveling off-route in in a dangerous manner (such as speeding) have been an increasing concern for residents.,,,,,,,,,,NYPD,56,8,Each Patrol Borough enforces traffic laws as needed as a result of traffic conditions and community complaints.,NO LOCATION DATA,
1000,207202408E,Brooklyn,3,07,307,BK 07,E, ,08,Preventive and child welfare,Expand bus service frequency or hours of operation,"Increase service on the B63 bus and ensure much more frequent service, particularly during school rush hours.  The B63 serves several school inside and outside the district and service levels have not been frequent enough to handle the volume of children.  We have received numerous complaints about children being late due to overcrowded buses bypassing stops.",,,,,,,,,,NYCTA,998,10,"For information regarding the status of this Request, contact the Transit Authority directly at telephone number 646-252-2660.",NO LOCATION DATA,
1001,207202409C,Brooklyn,3,07,307,BK 07,C, ,09,Community board facilities and staff,Repair or upgrade subway stations or other transit infrastructure,Add shelters for every bus stop on the B63 route in CD 7,,,,,,,,,,NYCTA,998,7,More information is needed from the community board before making a funding decision. The community board should contact the agency.,NO LOCATION DATA,
1002,207202409E,Brooklyn,3,07,307,BK 07,E, ,09,Educational programs,Other educational programs requests,Fully fund all programs for all children who are eligible for specialized and related programs (including but not limited to students with special needs and multilingual learners) in the district,,,,,,,,,,DOE,40,8,Contact the Community Board Unit at OMB for information regarding this request.,NO LOCATION DATA,
1011,207202415E,Brooklyn,3,07,307,BK 07,E,site,15,Park maintenance and safety,Conduct traffic or parking studies,"Fully fund a pedestrian, bicyclist, driver safety study for 3rd Avenue from 15th to 65th Streets to include all safety issues, including, but not limited to crossing times and safe waiting areas, truck and last mile issues, bicyclist safety, lighting, flooding, illegal parking",,,,,,,,,,DOT,841,1,The agency will accommodate this issue within existing resources.,NO LOCATION DATA,
1019,207202419E,Brooklyn,3,07,307,BK 07,E,site,19,"Park, buildings, and access improvements","Provide, expand, or enhance adult literacy programs services","Increase funding for adult ESOL, literacy and education programs in CD 7.",,,,,,,,,,DYCD,260,4,DYCD funding is allocated through public solicitations including Requests for Proposals.,NO LOCATION DATA,
1043,207202440C,Brooklyn,3,07,307,BK 07,C, ,40,"Park, buildings, and access improvements","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)",Build a dog run in Sunset Park,,,,,,,,,,DPR,846,7,More information is needed from the community board before making a funding decision. The community board should contact the agency.,NO LOCATION DATA,
1023,207202421E,Brooklyn,3,07,307,BK 07,E,site,21,Economic development investments,"Provide, expand, or enhance after school programs for elementary school students (grades K-5)","Allocate funding for after school music and arts programs, comprehensive ASP, ELA, STEAM, sports, math COMPASS and SONYC programs to all schools in the district",,,,,,,,,,DYCD,260,4,"Presently, there are a variety of agency-funded programs in the district for this target population.  Additional programs are contingent upon available funding and will be distributed through an RFP process.  Organizations are encouraged to apply.",NO LOCATION DATA,
1025,207202422E,Brooklyn,3,07,307,BK 07,E,site,22,"Park, buildings, and access improvements",Other expense budget request for DEP,"Study water and sewer problems in area bounded by Kermit Place, East 7th Street, East 8th Street and Caton Avenue",,,,,,,,,,DEP,826,8,Further study by the agency of this request is needed.,NO LOCATION DATA,
1036,207202433C,Brooklyn,3,07,307,BK 07,C,street,33,Transportation infrastructure,"Create a new, or renovate or upgrade an existing public library (BPL)","Allocate for acquisition, design and construction of an additional library in Sunset Park adjacent to 7th or 8th Avenues",,,,,,,,,,BPL,38,3,"The agency recommends funding this expense budget request in FY 2024, but at this time the availability of funds is uncertain.",NO LOCATION DATA,
1038,207202435C,Brooklyn,3,07,307,BK 07,C,street,35,"Park, buildings, and access improvements",Provide a new or expand an existing high school,"Allocate funds for site acquisition, design and construction of a new high school in CD 7.  Sunset Park High School opened in 2009, the only HS in the district, and is beyond capacity, as are the school in neighboring communities.  It took 40 years of effort to get Sunset Park HS.  The CB feels it is necessary to start the process again, given the time scale.",,,,,,,,,,DOE,40,6,Community District is located in a borough without identified high school seat need. Location for schools is based upon site and funding availability.,NO LOCATION DATA,
1039,207202436C,Brooklyn,3,07,307,BK 07,C, ,36,Schools and educational facilities,Provide a new or expand an existing elementary school,"Allocate funds for site acquisition, design and construction for a new elementary school in the Sunset Park/Windsor Terrace community.",,,,,,,Councilman Brad Lander,,,DOE,40,9,Limited seat need has been identified in the area specified. Location for a school will be based on site availability.,NO LOCATION DATA,
1040,207202437C,Brooklyn,3,07,307,BK 07,C, ,37,Schools and educational facilities,Other transportation infrastructure requests,Add shelters and benches to all bus stops on 3rd Avenue in CD 7,Street Name: 3rd Avenue    Cross Street 1: 15th Street  Cross Street 2: 15th Street,,3rd Avenue,Avenue,15th Street,15th Street,,,,DOT,841,6,The Borough Commissioner's office has reviewed this request.  This request has been denied. Please contact the B/C's office for further details.,GEOCODING FAILED,
