address,agency,bbl,bin,borough,bridgeid,category,description,mappable,maprojid,origin,parkid,parkname,zipcode
,DOHMH,,,,,"ITT, Vehicles, and Equipment",RICHMOND MEDICAL CENTER - MAJOR HOSPITAL EQUIPMENT REHAB.,Pass-through,850HLDNRICHM,mapped,,,
,DOHMH,,,,,Fixed Asset,RICHMOND MEDICAL CENTER - UPGRADE RADIOLOGY DEPT.,Pass-through,850HL82RUMCR,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",RICHMOND MEDICAL CENTER- ENHANCE SURGICAL SVCS WITH ROBOTIC,Pass-through,850HLRNRICHD,mapped,,,
,DOHMH,,,,,Fixed Asset,RICHMOND UNIVERSITY HOSPITAL,Pass-through,850HL82RCHU1,mapped,,,
,DOHMH,,,,,Fixed Asset,RICHMOND UNIVERSITY MEDICAL CENTER,Pass-through,850HL82RCHD1,mapped,,,
,DOHMH,,,,,Fixed Asset,RICHMOND UNIVERSITY MEDICAL CENTER - 74-317745-C1931,Pass-through,850HLDNRICHD,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",RICHMOND UNIVERSITY MEDICAL CENTER - AMBULANCES,Pass-through,850HLDNRICHA,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",RICHMOND UNIVERSITY MEDICAL CENTER - EQUIPMENT,Pass-through,850HLRUMC,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",RICHMOND UNIVERSITY MEDICAL CENTER - ULTRASOUND SYSTEM,Pass-through,850HLDNRICHU,mapped,,,
,DOHMH,,,,,Fixed Asset,Richmond University Medical Center ER Construction,Pass-through,801HLDNRCER,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",Richmond University Medical Center Operating Room Equipment,Pass-through,850HLRNRUMC,mapped,,,
,DOHMH,,,,,Fixed Asset,RIVERSIDE HEALTH CENTER - Initial Outfitting,,816HL82RVFN,mapped,,,
,DOHMH,,,,,Lump Sum,RUMC COMPREHENSIVE PSYCHIATRIC EMERGENCY PROGRAM,Pass-through,850HLRNRUMCC,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",RUMC EMERGENCY MEDICAL SERVICES FLEET ENHANCEMENT,Pass-through,850HLRNRUMCE,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",RUMC VENTILATORS AND BEDS,Pass-through,850HLRNRUMCV,mapped,,,
,DOHMH,,,,,,RYAN CHELSEA CLINTON COMM HEALTH,Pass-through,850HL82RCCH1,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",Saint John Episcopal - Endoscopy Equipment,Pass-through,850HLDNSJOHN,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",Saint John Episcopal - Pyxis Med Station System,Pass-through,850HLDNSJOIN,mapped,,,
,DOHMH,,,,,Fixed Asset,Samaritan Village -- Construction/renovation of the building,Pass-through,801HLSAMARIT,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",SECURITY SYSTEMS FOR DOHMH HEALTH CENTERS IN HARLEM,,816HL82HRAMP,mapped,,,
,DOHMH,,,,,Fixed Asset,SEPHARDIC ADDITION FAMILY EDUCATION FOUNDATION,Pass-through,850HLDNSEPHE,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",SI UNIVERSITY HOSPITAL - VASCULAR EQUIPMENT,Pass-through,850HLDN4SIUH,mapped,,,
,DOHMH,,,,,Fixed Asset,SINERGIA- INITIAL OUTFITTING,Pass-through,850HL82SINER,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",ST BARNABAS HOSPITAL DIAGNOSTIC IMAGING SYSTEM,Pass-through,850HLDNSBARN,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",St Mary's Hospital for Children-Standalone Equipment,Pass-through,850HLDNSTC61,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",St. Barnabas Hospital - Equipment Purchases,Pass-through,850HLDNBARNA,mapped,,,
,DOHMH,,,,,Fixed Asset,Staten Island Animal Shelter,,816HL82SIAS,mapped,,,
,DOHMH,,,,,Fixed Asset,Staten Island University Hospital,Pass-through,850HL82SIUH,mapped,,,
,DOHMH,,,,,Fixed Asset,STATEN ISLAND UNIVERSITY HOSPITAL,Pass-through,850HL82SIUHR,mapped,,,
,DOHMH,,,,,Fixed Asset,STATEN ISLAND UNIVERSITY HOSPITAL,Pass-through,850HLSIU,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",Staten Island University Hospital - Equipment Purchases,Pass-through,850HLRNRSIUH,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",Staten Island University Hospital -Catheterization System,Pass-through,850HLRSIUHW4,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",Staten Island University Hospital -Lung Perfusion Unit,Pass-through,850HLRSIUHW2,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",Staten Island University Hospital -Vascular OR Imaging Syst,Pass-through,850HLRSIUHW3,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",The brookdale hospital medical center - Equipmen Purch,Pass-through,850HLKNBROKE,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",The brookdale hospital medical center - Equipment Purchases,Pass-through,850HLDNBDALE,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",THE BROOKLYN HOSPITAL CENTER - TECH INITIATIVE,Pass-through,850HLDNTECHN,mapped,,,
,DOHMH,,,,,,The Institute for Family Health - I/O,Pass-through,850HLDNHEATH,mapped,,,
,DOHMH,,,,,,THE INSTITUTE FOR FAMILY HEALTH - STEVENSON FAMILY H.C.,Pass-through,850HLDNTHEIN,mapped,,,
,DOHMH,,,,,Fixed Asset,THE INSTITUTE FOR FAMILY HEALTH CENTER OF HARLEM,Pass-through,850HLDNFAMIL,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",THE MOUNT SINAI HOSPITAL - CLINIC EQUIPMENT,Pass-through,850HLDNMOUNS,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment",THE NEW YORK METHODIST HOSPITAL- PUR. 3 PORTABLE X-RAY UNIT,Pass-through,850HLKNMETHD,mapped,,,
,DOHMH,,,,,"ITT, Vehicles, and Equipment","TRANSITIONAL SERVICES FOR NEW YORK, INC - VEHICLE",Pass-through,850HLDNTRANS,mapped,,,
,DOHMH,,,,,Lump Sum,"URBAN HEALTH PLAN, INC - EXPANSION - FACILITY EXPANSION",Pass-through,801HL99URBH2,mapped,,,
,DOHMH,,,,,,VILLAGE CARE AND NURSING,Pass-through,850HL82VILCN,mapped,,,
,DOHMH,,,,,Fixed Asset,Williamsburg Health Center Interior Renovation,,816HL82WLSHC,mapped,,,
,DOHMH,,,,,,Women's League Community Residences - I/O,Pass-through,850HLDNLEAGU,mapped,,,
,DOHMH,,,,, Fixed Asset, 125 WORTH STREET RENOVATION                                  ,Pass-through,856HL82125RE,mapped,,,
,DOHMH,,,,, , Albert Einstein College of Medicine                          ,Pass-through,801HL82ALB,unmapped,,,
,DOHMH,,,,, , ALBERT EINSTEIN COLLEGE OF MEDICINE                          ,Pass-through-not 816,816HL99ALEIN,unmapped,,,
,DOHMH,,,,, , ANIMAL CARE AND CONTROL                                      ,No - Can be in future,816HL82ACCV,unmapped,,,
,DOHMH,,,,, Fixed Asset, Animal Care Centers                                          ,No - Can be in future,816HL82ACC,unmapped,,,
326 EAST 110 STREET MANHATTAN   ,DOHMH,1016810037.0,1052845,Manhattan,, Fixed Asset, ANIMAL SHELTER 326 EAST 110 STREET MANHATTAN                 ,Yes - Single Building,816HL82SPCA2,unmapped,,,10029.0
,DOHMH,,,,, Fixed Asset, APICHA COMMUNITY HEALTH CENTER: OUTFITTING OF CLINICAL EXAM  ,Pass-through,850HLQNAPICH,unmapped,,,
,DOHMH,,,,, , CATHOLIC MANAGED LONG TERM CARE (D/B/A ARCHCARE SENIOR LIFE  ,Pass-through,850HL82ARCHC,unmapped,,,
,DOHMH,,,,, Fixed Asset, DOH CLINIC CODE CORRECTIONS                                  ,Pass-through,81901199601,unmapped,,,
385 Throop Ave.,DOHMH,3017960001.0,3050268???,Brooklyn,, Fixed Asset, DOHMH - LED LIGHTING UPGRADE (Bedford)                           ,Yes - Multi-site,816ACEDOH502,unmapped,,,11221.0
259 Bristol Street,DOHMH,3035740001.0,3326534???,Brooklyn,,, DOHMH - LED LIGHTING UPGRADE (Brownsville)                           ,Yes - Multi-site,816ACEDOH502,unmapped,,,11212.0
335 Central Avenue,DOHMH,3033240001.0,3076115?,Brooklyn,,, DOHMH - LED LIGHTING UPGRADE (Bushwick)                           ,Yes - Multi-site,816ACEDOH502,unmapped,,,11221.0
1218 Prospect Place,DOHMH,3013650009.0,,Brooklyn,,, DOHMH - LED LIGHTING UPGRADE (Crown Heights))                           ,Yes - Multi-site,816ACEDOH502,unmapped,,,11213.0
151 Maujer Street,DOHMH,3027880033.0,3069604??,Brooklyn,,, DOHMH - LED LIGHTING UPGRADE (Williamsburg))                           ,Yes - Multi-site,816ACEDOH502,unmapped,,,11206.0
2238 5th Ave,DOHMH,1017340034.0,,Manhattan,, Fixed Asset, DOHMH - LIGHTING UPGRADES (Central Harlem)                               ,Yes - Multi-site,816ACEDOH501,unmapped,,,10035.0
1309 Fulton Ave,DOHMH,2029250080.0,2009620??,Bronx,,, DOHMH - LIGHTING UPGRADES (Morrisania)                               ,Yes - Multi-site,816ACEDOH501,unmapped,,,10456.0
1601 Avenue S,DOHMH,3068210142.0,3184035,Brooklyn,,, DOHMH - LIGHTING UPGRADES (Homecrest)                               ,Yes - Multi-site,816ACEDOH501,unmapped,,,11229.0
12-26 31st Ave,DOHMH,4005180030.0,4005758?,Queens,,, DOHMH - LIGHTING UPGRADES (Astoria)                               ,Yes - Multi-site,816ACEDOH501,unmapped,,,11106.0
34-33 Junction Blvd,DOHMH,4017290027.0,4042887?,Queens,,, DOHMH - LIGHTING UPGRADES (Corona)                               ,Yes - Multi-site,816ACEDOH501,unmapped,,,11372.0
90-37 Parsons Blvd,DOHMH,4097560006.0,,Queens,,, DOHMH - LIGHTING UPGRADES (Jamaica)                               ,Yes - Multi-site,816ACEDOH501,unmapped,,,11432.0
455 1ST AVE,DOHMH,1009320017.0,1020610,Manhattan,, Fixed Asset, DOHMH FACILITIES                                             ,Yes - Single Building,816HL82PHLNB,unmapped,,,10016.0
,DOHMH,,,,, Fixed Asset, EDEN II SCHOOL FOR AUTISTIC CHILDREN - INITIAL OUTFITTING    ,Pass-through,801HLEDEN2IO,unmapped,,,
,DOHMH,,,,, Fixed Asset, EMERGENCY EXTERIOR REHAB AT RIVERSIDE                        ,Pass-through,850HL82RVREX,unmapped,,,
,DOHMH,,,,, Fixed Asset, FA - Morris Heights Health Facility                          ,Pass-through,801HL82MORRH,unmapped,,,
,DOHMH,,,,, Fixed Asset, HOSPITAL FOR SPECIAL SURGERY - 131624135-X9408               ,Pass-through,850HLDNSPECL,unmapped,,,
,DOHMH,,,,, Fixed Asset, Institute for Community Living Building Construction         ,Pass-through,801HLKNICL,unmapped,,,
,DOHMH,,,,, Fixed Asset, NEW YORK BLOOD CENTER CELL SORTER                            ,Pass-through,850HLKNBCENT,unmapped,,,
,DOHMH,,,,, Fixed Asset, REPLACEMENT OF RPZ VALVES                                    ,Pass-through,850HL82RPZ2,unmapped,,,
,DOHMH,,,,, Fixed Asset, ST. MARY'S HOSPITAL FOR CHILDREN--                           ,Pass-through,850HL82SMAR2,unmapped,,,
,DOHMH,,,,, Fixed Asset, STATEN ISLAND UNIVERSITY HOSPITAL                            ,Pass-through,850HL82SIU,unmapped,,,
,DOHMH,,,,, Fixed Asset, STATEN ISLAND UNIVERSITY HOSPITAL: MAMMOGRAPHY UNITS         ,Pass-through,850HLRNSIUHM,unmapped,,,
,DOHMH,,,,, Fixed Asset, THE FLOATING HOSPITAL: INITIAL OUTFITTING                    ,Pass-through,850HLQNFLOAH,unmapped,,,
,DOHMH,,,,, Fixed Asset, THE JOSEPH P. ADDABBO FAMILY HEALTH CENTER                   ,Pass-through,801HLQNADDAB,unmapped,,,
,DOHMH,,,,, Fixed Asset, YESHIVA UNIVERSITY: RENOVATE NEW STATE-OF-THE-ART FACILITY   ,Pass-through,801HLXNYESHI,unmapped,,,
,DOT,,,,,Fixed Asset,28-11 QPN 7TH FL REHABILITATION,Yes - Single Building,841HWQF033,mapped,,,
,DOT,,,,,Fixed Asset,Battery Park 2-23200 & West St 2-26738 Underpasses- Sandy,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841SANDHB001,mapped,,,
,DOT,,,,,Fixed Asset,CONSTRUCTION OF FERRY RACK,No - Can be in future,841FERRYRACK,mapped,,,
,DOT,,,,,Fixed Asset,COURT SQUARE MUNICIPAL PARKING GARAGE,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841TF18-2019,mapped,,,
,DOT,,,,,Fixed Asset,DOCKBUILDING HARDWOOD TIMBER,No - Can be in future,841C5517B,mapped,,,
,DOT,,,,,Fixed Asset,FA Resiliency - BCT,Yes - Single Building,801SANDRBCT,mapped,,,
,DOT,,,,,Fixed Asset,"Jerome Gun Hill Municipal Parking Garage, Bronx",Yes - Consult with DDC,850TF18JGH2,mapped,,,
,DOT,,,,,Fixed Asset,Maspeth Climate Control and Air Quality Improvements,Yes - Single Building,841HWQMASPET,mapped,,,
,DOT,,,,,Fixed Asset,Pier 79,Yes - Single Building,801PIER79DOT,mapped,,,
,DOT,,,,,Fixed Asset,Reconstruction of FMF Seawall/Sinkhole in Staten Island,Yes - Single Building,841FMFSEAWLL,mapped,,,
,DOT,,,,,Fixed Asset,REPLACEMENT OF DERRICK #1 AND DERRICK #3,Yes - Single Building,841C5448,mapped,,,
,DOT,,,,,Fixed Asset,REPLACEMENT OF ELEVATORS AT WHITEHALL TERM,Yes - Single Building,841FAESCELVS,mapped,,,
,DOT,,,,,"ITT, Vehicles, and Equipment",REPLACEMENT OF OIL BARGE #4,No - Can never be mapped,841C5587,mapped,,,
,DOT,,,,,Fixed Asset,SLIP 1 WHFT LOWER PASS BDGE REDESIGN & RECONSTRUCTION,Yes - Single Building,841WHLPBRDGE,mapped,,,
,DOT,,,,,Fixed Asset,Slip1 Ferry Rack Reconstruction at Whitehall Ferry Terminal,Yes - Single Building,841SLIP1RACK,mapped,,,
,DOT,,,,,Fixed Asset,ST. GEORGE FERRY SLIPS WIRE ROPES,Yes - Single Building,841STGWIRERP,mapped,,,
,DOT,,,,,Fixed Asset,St. George Ferry Terminal,Yes - Single Building,801C5215AB2,mapped,,,
,DOT,,,,,Fixed Asset,STATEN ISLAND FMF FACILITY UTILITIES UPGRADES X823.48,Yes - Single Building,841C5219FM5,mapped,,,
,DOT,,,,,Fixed Asset,Whitehall Ferry Terminal Chillers Replacement,Yes - Single Building,841WHTCHILL,mapped,,,
In queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn queIn que,DOT,,,,2245010, Fixed Asset, 11TH AVENUE VIADUCT SOUTH SECTION - 30 ST to 33 ST #2245010  ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBM1120,unmapped,,,
,DOT,,,,, Fixed Asset, 132nd St Construction - 20th Ave to Linden Place             ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",801HWQ187A,unmapped,,,
,DOT,,,,, Fixed Asset, 191st St Pedestrian Tunnel over Broadway & IRT #1 Subway     ,No - Can be in future,841HBM191TUN,unmapped,,,
,DOT,,,,2243820, , 21st Ave RR BR & 64th St #2-24382-1/TN35190                  ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBKA24382,unmapped,,,
,DOT,,,,, , 28th Avenue and Linden Place Area                            ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",801HWQ187,unmapped,,,
,DOT,,,,, Fixed Asset, 33rd Street West of 11th Avenue (Hudson Yards)               ,No - Can be in future,841HBMA4501B,unmapped,,,
,DOT,,,,, Fixed Asset, 34th STREET                                                  ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWMBRT5,unmapped,,,
,DOT,,,,, Fixed Asset, 3WT-TRUNK MAIN CONNECTION IN 54 ST                           ,Yes - Consult with DDC,850QED-1008,unmapped,,,
,DOT,,,,, Fixed Asset," 5 Bridges - Melrose, Bronx                                   ",Yes - Multi-site,841HBX163,unmapped,,,
,DOT,,,,, Fixed Asset, 600 Meter Expansion (Traffic)                                ,No - Can be in future,111TD18ME600,unmapped,,,
,DOT,,,,, Fixed Asset, 8th Avenue Sunset Park Chinatown Archway                     ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWK00502,unmapped,,,
,DOT,,,,, Fixed Asset, ADVERTISEMENT FOR CAPITAL BRIDGE PROJECTS                    ,No - Can never be mapped,841HB-BIDSAD,unmapped,,,
,DOT,,,,, Fixed Asset, Allen & Pike Street Malls Phase 2                            ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWM1684,unmapped,,,
,DOT,,,,, , ALMEDA AVENUE - PHASE I                                      ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",850HWQ631B-1,unmapped,,,
,DOT,,,,, Fixed Asset, Atlantic Avenue Bishop's Crook Deorative lighting            ,No - Can be in future,841TFD503K31,unmapped,,,
,DOT,,,,, Fixed Asset, ATLANTIC AVENUE CORRIDOR                                     ,No - Can be in future,850HWK1173,unmapped,,,
,DOT,,,,, Fixed Asset, Beautify/Repair/Resurface medians on Queens Blvd in 29 th C  ,No - Can be in future,841HWD103-10,unmapped,,,
,DOT,,,,2231439, , Belt Shore Pkwy over Nostrand Ave 2231439                    ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBKA23143,unmapped,,,
,DOT,,,,2243100, Fixed Asset," Beverly Road over BMT Subway, Brighton BIN 2243100           ","Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HBKA24310,unmapped,,,
,DOT,,,,, , BLEECKER ST.                                                 ,Yes - Consult with DDC,841HWM300,unmapped,,,
,DOT,,,,2230887, Fixed Asset, BQE/CADMAN PLAZA (EAST & WEST) 2-23088-7/8                   ,Yes - Multi-site,841HBK1151,unmapped,,,
,DOT,,,,, Fixed Asset, BRIDGE PROTECTIVE COATING                                    ,No - Can be in future,841HBC1070,unmapped,,,
,DOT,,,,, Fixed Asset, BROADWAY RECONFIGURATION EAST HOUSTON TO VESEY/ANN STREET    ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",850HWMP2029,unmapped,,,
,DOT,,,,2240019, Fixed Asset, BROOKLYN BRIDGE - SEISMIC RETROFIT                           ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841BRC270S,unmapped,,,
,DOT,,,,, Fixed Asset, Brooklyn Bridge Approaches-DOT ITS                           ,No - Can be in future,841BKBRDGITS,unmapped,,,
45 Murray Hulbert Drive,DOT,,,Staten Island,, Fixed Asset, Building 45 Rehabilitation                                   ,Yes - Single Building,841FABLDG45R,unmapped,,,10301.0
,DOT,,,,,Fixed Asset, BWG - Improved Project                                       ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841SAND1048,unmapped,,,
,DOT,,,,, Fixed Asset, CITY LIGHTS - STREET LIGHTING PROJECTS                       ,No - Can be in future,850CITYLIGHT,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS - BROOKLYN(SIM)                   ,Yes - Consult with DDC,850HWP2006KC,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS - QUEENS                          ,Yes - Consult with DDC,850HWP2012QC,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS - QUEENS                          ,Yes - Consult with DDC,850HWP14QC,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (LANDMARK) - BK & MAN             ,Yes - Consult with DDC,850HWP2013LM,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (LANDMARK) - MANHATTAN            ,Yes - Consult with DDC,850HWP14MLM,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (LANDMARK) - QUEENS               ,Yes - Consult with DDC,850HWP14QLM,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (LANDMARK) - SI                   ,Yes - Consult with DDC,850HWP14RLM,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (TRANSIT AUTHORITY) - BK & MAN    ,Yes - Consult with DDC,850HWP2013TA,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (TRANSIT AUTHORITY) - MANHATTAN   ,Yes - Consult with DDC,850HWP14MTA,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (TRANSIT AUTHORITY) - QUEENS      ,Yes - Consult with DDC,850HWP14QTA,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE COMPLEX PED RAMPS (TRANSIT AUTHORITY) - SI          ,Yes - Consult with DDC,850HWP14RTA,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Complex Pedestrian Ramps - Brooklyn                 ,Yes - Consult with DDC,850HWP16KC,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Complex Pedestrian Ramps (TA Locations) - Bronx     ,Yes - Consult with DDC,850HWP16XTA,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE MILLING                                             ,Yes - Consult with DDC,850HW2CR11CW,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Milling                                             ,Yes - Consult with DDC,850HW2CR17CW,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE MILLING                                             ,Yes - Consult with DDC,841HW2CR06,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE MILLING - BRONX AND MANHATTAN                       ,Yes - Consult with DDC,850HW2CR12B,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE MILLING - BRONX AND MANHATTAN                       ,Yes - Consult with DDC,850HW2CR14B,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Milling - Bronx and Manhattan                       ,Yes - Consult with DDC,841HW2CR18B,unmapped,,,
,DOT,,,,, Fixed Asset," Citywide Milling - Bronx, Manhattan & Queens                 ",Yes - Consult with DDC,850HW2CR16D,unmapped,,,
,DOT,,,,, Fixed Asset," Citywide Milling - Bronx, Manhattan and Queens               ",Yes - Consult with DDC,841HW2CR18D,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE MILLING - BROOKLYN AND STATEN ISLAND                ,Yes - Consult with DDC,850HW2CR01A,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Milling - Brooklyn and Staten Island                ,Yes - Consult with DDC,850HW2CR17A,unmapped,,,
,DOT,,,,, Fixed Asset," Citywide Milling - Brooklyn, Queens & Staten Island          ",Yes - Consult with DDC,850HW2CR16E,unmapped,,,
,DOT,,,,, Fixed Asset," Citywide Milling - Brooklyn, Queens and Staten Island        ",Yes - Consult with DDC,841HW2CR18E,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Milling - Queens                                    ,Yes - Consult with DDC,850HW2CR16C,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE MILLING - QUEENS                                    ,Yes - Consult with DDC,850HW2CR11C,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE MILLING - QUEENS                                    ,Yes - Consult with DDC,850HW2CR12C,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Milling - Queens                                    ,Yes - Consult with DDC,841HW2CR18C,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE PED RAMPS - BROOKLYN                                ,Yes - Consult with DDC,850HWP2011K,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE PED RAMPS - BROOKLYN(SIM)                           ,Yes - Consult with DDC,850HWP2009K,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE PED RAMPS - MANHATTAN AND BRONX                     ,Yes - Consult with DDC,850HWP2013MX,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE PED RAMPS - MANHATTAN AND BRONX                     ,Yes - Consult with DDC,850HWP2010MX,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE PED RAMPS - QUEENS                                  ,Yes - Consult with DDC,850HWP2011Q,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE PED RAMPS - QUEENS                                  ,Yes - Consult with DDC,850HWP2012Q,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE PED RAMPS - STATEN ISLAND                           ,Yes - Consult with DDC,850HWP2012R,unmapped,,,
,DOT,,,,, Fixed Asset, CITYWIDE RECONSTRUCTION OF STREETS                           ,No - Can never be mapped,841HWCWREC,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Resurfacing - Hurricane Sandy Recovery              ,Yes - Consult with DDC,850SAND349F,unmapped,,,
,DOT,,,,, Fixed Asset, Citywide Streets - 30-Year State of Good Repair              ,No - Can never be mapped,841HWCW-SOGR,unmapped,,,
,DOT,,,,, , Cloudburst Project - St Albans                               ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWQ1196,unmapped,,,
,DOT,,,,, Fixed Asset, Colfax and Murdock Street Raising                            ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",841HWQ1195,unmapped,,,
,DOT,,,,, Fixed Asset, COMP REHAB CONST                                             ,No - Can be in future,841HBCR00,unmapped,,,
,DOT,,,,, Fixed Asset, COMP REHAB CONST                                             ,No - Can be in future,841HBCR99B,unmapped,,,
,DOT,,,,, Fixed Asset, Complex Ped Ramps - Landmarks - Queens                       ,Yes - Consult with DDC,850HWP15QLA,unmapped,,,
,DOT,,,,, Fixed Asset, Complex Ped Ramps - Transit Authority - Brooklyn             ,Yes - Consult with DDC,850HWP15KTA,unmapped,,,
